Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Protein Name],Comment [Protein Name Abbreviation],Protein Sequence (aa),UniProt ID,Addgene ID,Experimental Condition [Subcellular Localization],Channels
WS_MCF10A_Landmark_20180509/Meas_02,A14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,A20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,B23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ribosome-attached membrane protein 4,RAMP4,1-166,Q9Y6X1,134863,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,B22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ribosome-attached membrane protein 4,RAMP4,1-166,Q9Y6X1,134863,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,B21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ribosome-attached membrane protein 4,RAMP4,1-166,Q9Y6X1,134863,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Bcl-2 interacting killer ,Bik,111-160,Q13323,133026,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_02,D20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Monoamine oxidase A,MAO,489-527,Q49A63,133025,outer mitochondria membrane,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,C24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"Signal sequence of calreticulin, ER retention sequence (KDEL)",Calr-KDEL,,P27797,134664,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,C23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"Signal sequence of calreticulin, ER retention sequence (KDEL)",Calr-KDEL,,P27797,134664,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,C22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"Signal sequence of calreticulin, ER retention sequence (KDEL)",Calr-KDEL,,P27797,134664,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_03,C21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"Signal sequence of calreticulin, ER retention sequence (KDEL)",Calr-KDEL,,P27797,134664,endoplasmic reticulum,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B18,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B19,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B20,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B21,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B22,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B23,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,B24,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,"beta 1,4-galactosyl-transferase",GalT,Jan-81,P15291,134862,Golgi apparatus,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C11,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C13,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C14,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C15,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C16,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180511/Meas_01,C17,Homo sapiens,NCBITaxon,NCBITaxon_9606,MCF 10A,EFO,EFO_0001200,Ras-related protein 3C,Rab3,1-227,Q96E17,134857,secretory vesicles,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K10,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001201,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K11,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001202,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K12,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001203,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K13,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001204,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K14,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001205,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K15,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001206,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K16,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001207,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K17,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001208,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K18,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001209,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K19,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001210,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K20,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001211,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K21,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001212,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K22,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001213,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K23,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001214,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K24,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001215,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K8,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001216,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,K9,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001217,Ras-related protein 7A,Rab7,1-205,A0A158RFU6,133027,late endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M10,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001218,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M11,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001219,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M12,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001220,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M13,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001221,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M14,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001222,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M15,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001223,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M16,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001224,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M17,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001225,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M18,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001226,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M19,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001227,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M20,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001228,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M21,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001229,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M22,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001230,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
WS_MCF10A_Landmark_20180509/Meas_01,M8,Homo sapiens,NCBITaxon,,MCF 10A,EFO,EFO_0001231,Ras-related protein 5A,Rab5,1-205,A0A024R2K1,134858,early endosome,"EGFP (protein of interest), DRAQ5 (DNA)"
